etd_id_absence,etd_id_etudiant,etd_id_module,etd_date_absence,etd_type_seance,etd_justifiee,etd_duree_heures
7964,124,45,2023-04-25,Cours,Oui,1.5
1113,124,40,2024-05-05,Cours,Non,1.5
7938,124,45,2023-09-19,Cours,Oui,1.5
3380,124,47,2022-07-01,Cours,Oui,1.5
5749,124,33,2022-09-25,TP,Non,1.5
4057,57,179,2024-11-21,TP,Oui,1.5
1127,126,86,2022-11-07,TD,Oui,1.5
1128,126,98,2024-05-12,Cours,Non,1.5
1129,126,97,2023-05-18,TP,Oui,1.5
1130,126,88,2025-12-03,TD,Oui,-1.5
1131,126,82,2023-05-12,TP,Oui,1.5
1135,126,95,2023-04-16,TD,Oui,1.5
2890,128,85,2024-11-13,Cours,Non,1.5
1141,128,76,2022-02-22,TD,Non,-1.5
1147,58,209,2023-05-08,TP,Oui,1.5
1148,58,206,2024-09-17,Cours,Non,1.5
2942,58,207,2023-07-04,TP,Non,-1.5
736,130,117,2025-05-01,Cours,Non,1.5
1156,130,102,2025-03-31,TP,Oui,1.5
1157,130,120,2024-08-10,Cours,Oui,1.5
1161,130,116,2024-08-16,Cours,Oui,1.5
7534,130,103,2023-06-11,TD,Non,1.5
1163,130,122,2023-02-23,TP,Non,1.5
1164,130,110,2024-10-02,TD,Oui,1.5
1165,130,113,2022-12-30,TD,Non,1.5
1167,131,201,2025-01-03,TP,Oui,-35.0
7359,131,203,2025-04-18,TD,Oui,1.5
5968,131,203,2022-09-13,TD,Non,1.5
7400,131,201,2024-05-25,TP,Non,-1.5
1176,131,204,2022-02-15,TP,Non,1.5
1178,131,205,2024-10-10,Cours,Oui,-1.5
3304,59,155,2024-12-08,TD,Non,1.5
6620,59,161,2023-07-11,TP,Non,1.5
735,59,160,2022-11-18,TD,Oui,1.5
5296,59,158,2025-11-25,TP,Non,1.5
1188,59,160,2025-11-14,TP,Oui,1.5
1189,59,156,2022-09-22,TD,Non,1.5
1192,60,42,2022-10-26,TP,Oui,1.5
1194,60,38,2025-03-07,Cours,Non,1.5
1195,60,28,2024-09-23,TD,Oui,1.5
1199,60,31,2025-04-16,Cours,Non,1.5
1200,60,43,2022-05-21,TD,Non,-1.5
6830,60,35,2023-10-15,TD,Oui,1.5
3797,60,41,2023-06-10,TD,Oui,1.5
1203,60,40,2023-12-23,Cours,Oui,1.5
8,60,29,2022-03-08,Cours,Oui,1.5
1206,60,29,2024-05-04,Cours,Oui,1.5
1207,134,176,2022-08-26,Cours,Non,1.5
272,134,178,2025-09-15,Cours,Oui,1.5
1212,134,175,2023-04-16,TP,Non,1.5
1213,134,185,2024-02-09,Cours,Oui,1.5
1214,62,113,2024-04-20,Cours,Oui,1.5
7870,62,112,2022-10-24,TD,Non,1.5
1218,136,153,2024-11-14,Cours,Non,1.5
2780,136,161,2022-07-07,TD,Oui,1.5
1221,136,152,2025-11-07,Cours,Non,1.5
1222,136,161,2024-01-31,TP,Oui,1.5
6875,136,155,2022-03-10,TD,Oui,1.5
1226,136,156,2025-12-29,Cours,Non,1.5
1233,38,97,2025-09-11,Cours,Non,-1.5
1235,38,88,2023-03-03,Cours,Non,1.5
1236,38,88,2022-07-26,TP,Oui,1.5
1237,38,87,2022-05-16,TD,Non,1.5
1238,38,91,2022-10-24,TP,Non,1.5
1240,38,92,2024-01-13,TD,Oui,1.5
4158,38,76,2022-02-16,Cours,Oui,1.5
1247,38,95,2023-03-05,TP,Oui,1.5
1248,138,201,2025-12-11,TP,Non,-1.5
623,138,200,2023-12-19,TP,Non,1.5
1251,138,206,2023-12-04,TP,Non,1.5
1253,138,208,2024-09-29,TP,Oui,1.5
5393,63,173,2023-09-19,Cours,Oui,1.5
1909,140,68,2024-07-01,Cours,Oui,-1.5
230,140,71,2022-07-19,TD,Non,-1.5
1259,140,66,2024-09-12,TP,Oui,1.5
1262,140,69,2025-11-25,TD,Oui,1.5
1263,140,64,2025-12-16,TP,Non,-1.5
1267,140,54,2024-06-23,TP,Oui,1.5
1269,140,61,2023-09-09,TD,Non,1.5
1270,140,53,2025-10-16,TP,Oui,1.5
1274,64,104,2025-01-18,TP,Non,1.5
1280,142,193,2023-04-21,TD,Oui,1.5
1281,142,191,2024-09-11,TP,Non,1.5
6142,142,190,2023-05-15,TD,Non,1.5
8313,142,187,2022-12-13,TD,Oui,1.5
1285,142,190,2024-10-19,TD,Oui,1.5
1288,142,196,2022-01-22,TD,Oui,-2.0
1289,143,182,2022-01-02,Cours,Oui,1.5
1377,143,183,2022-02-16,Cours,Non,1.5
1292,143,178,2024-04-01,Cours,Oui,1.5
1294,143,184,2025-11-26,TD,Oui,1.5
1295,143,177,2024-04-16,Cours,Oui,1.5
1296,143,184,2023-11-25,TP,Non,1.5
1297,143,176,2024-11-24,TD,Non,1.5
1298,143,181,2024-04-07,TD,Non,1.5
5725,143,184,2025-07-26,TD,Oui,1.5
1300,143,178,2023-07-09,TP,Non,1.5
1302,143,185,2023-03-29,Cours,Oui,1.5
1305,143,177,2022-09-06,TP,Non,1.5
1306,143,181,2022-08-29,TP,Oui,1.5
1309,145,97,2024-03-22,TP,Non,1.5
1310,145,90,2024-08-25,TD,Non,1.5
1314,145,93,2023-03-22,TD,Non,1.5
1316,145,94,2025-12-13,TP,Non,-1.5
8127,145,78,2024-07-04,TD,Non,1.5
5205,65,73,2022-06-18,TD,Non,1.5
1320,65,55,2024-04-24,TD,Oui,1.5
1322,65,56,2022-05-08,TD,Non,1.5
1323,65,54,2023-12-27,TP,Oui,1.5
1325,65,55,2023-03-30,TP,Oui,1.5
1332,65,54,2025-09-29,TP,Non,1.5
1333,65,52,2022-01-10,Cours,Non,1.5
1334,365,27,2024-10-08,TD,Oui,1.5
1556,365,42,2024-04-11,TP,Non,-1.5
1337,365,30,2024-01-03,TD,Oui,1.5
1343,148,171,2025-06-30,Cours,Oui,1.5
7398,148,173,2025-11-21,TD,Non,1.5
1346,148,171,2024-12-26,TD,Non,1.5
1347,148,169,2025-03-22,Cours,Oui,1.5
1351,148,168,2025-03-27,TP,Oui,-1.5
8386,151,172,2022-04-17,TP,Oui,1.5
1356,151,164,2023-10-31,TD,Oui,1.5
1361,151,171,2023-10-14,TP,Oui,1.5
1363,151,171,2024-01-20,TP,Non,1.5
1364,151,169,2024-07-31,TP,Non,1.5
1365,151,165,2024-09-14,Cours,Oui,1.5
1366,151,173,2024-07-10,TP,Oui,1.5
1367,151,168,2022-04-01,TD,Non,1.5
1369,152,184,2023-03-31,TP,Non,1.5
3574,152,175,2023-07-03,TP,Non,1.5
846,152,183,2022-01-26,TD,Non,1.5
1382,154,97,2025-04-07,TP,Oui,1.5
8296,154,77,2022-12-14,TD,Non,1.5
1384,154,81,2022-04-06,Cours,Oui,1.5
1389,154,78,2025-09-11,TP,Non,1.5
1393,69,102,2024-10-21,TD,Non,1.5
3541,69,118,2023-06-01,TP,Oui,1.5
1396,156,54,2022-02-08,TP,Non,1.5
8889,156,56,2023-09-27,TP,Non,1.5
1400,156,59,2023-10-25,TD,Oui,1.5
1403,156,56,2023-01-18,TD,Oui,1.5
1412,158,195,2024-09-04,TP,Non,1.5
1413,158,197,2023-05-24,TD,Non,-1.5
1414,158,197,2022-01-19,TP,Non,1.5
1415,158,196,2023-04-04,TD,Non,1.5
3115,158,193,2024-02-19,TP,Non,1.5
4762,158,187,2022-08-23,TD,Non,1.5
1421,158,196,2022-08-20,TD,Oui,1.5
1422,73,154,2022-02-23,TP,Oui,1.5
1427,73,152,2022-03-16,TD,Non,1.5
6310,73,152,2024-05-26,TP,Oui,1.5
1430,74,161,2024-12-07,Cours,Oui,1.5
6147,74,160,2025-10-27,TP,Oui,1.5
1432,74,155,2022-10-15,TP,Oui,1.5
1433,74,155,2022-04-26,TP,Oui,-1.5
1435,74,159,2023-03-22,TD,Oui,1.5
8461,75,73,2024-11-23,Cours,Oui,1.5
1440,76,205,2025-12-23,Cours,Non,1.5
1441,76,203,2024-07-28,TD,Oui,1.5
4901,76,208,2023-05-29,TP,Oui,1.5
1449,77,32,2024-09-30,TP,Oui,1.5
1455,77,30,2022-07-26,Cours,Oui,1.5
1456,77,43,2024-03-03,TD,Non,-1.5
1458,77,39,2022-04-30,Cours,Oui,1.5
1459,77,27,2025-11-27,TD,Oui,1.5
1460,77,38,2022-02-02,Cours,Oui,1.5
1463,78,143,2025-03-21,Cours,Non,1.5
1464,78,147,2024-09-22,TD,Non,1.5
1466,80,105,2022-02-06,TP,Oui,1.5
1471,80,107,2023-01-05,TP,Oui,1.5
1473,81,161,2022-08-15,TD,Oui,1.5
1475,81,157,2024-05-30,TP,Non,1.5
8711,83,105,2024-06-17,TD,Oui,1.5
1482,83,110,2022-02-10,Cours,Oui,1.5
1484,83,102,2023-08-18,TP,Oui,1.5
1485,83,120,2025-01-14,TP,Non,1.5
1486,171,80,2023-11-15,TP,Non,1.5
1490,171,92,2024-11-01,TD,Oui,1.5
1492,171,93,2024-02-03,TP,Oui,1.5
6134,171,96,2023-07-18,TP,Non,1.5
1496,171,76,2025-08-14,TP,Non,1.5
1497,171,79,2022-05-30,Cours,Non,-1.5
6817,85,135,2022-03-03,TD,Oui,1.5
1501,85,137,2025-04-21,Cours,Oui,1.5
5575,85,147,2024-08-12,TD,Oui,1.5
5591,85,148,2025-03-23,TP,Non,1.5
1505,85,136,2023-11-12,TP,Oui,1.5
1506,85,140,2023-10-25,Cours,Oui,1.5
909,85,148,2022-05-13,Cours,Non,1.5
1512,85,144,2024-04-25,TD,Non,1.5
1513,85,138,2022-06-02,TD,Oui,1.5
1615,86,165,2025-02-18,TD,Non,1.5
1517,86,167,2025-01-01,Cours,Non,-1.5
4676,176,65,2023-03-27,TD,Non,1.5
7101,88,43,2023-01-11,Cours,Oui,1.5
1524,88,27,2025-04-23,Cours,Non,1.5
1526,88,35,2024-10-17,TD,Oui,1.5
1527,88,38,2022-09-13,TP,Non,1.5
1528,88,31,2023-02-09,TP,Non,1.5
4215,88,28,2024-11-07,Cours,Oui,1.5
72,88,44,2024-12-28,TD,Non,-1.5
6922,88,37,2022-12-26,TD,Non,1.5
1538,178,60,2024-10-23,Cours,Oui,1.5
1540,179,97,2022-12-06,TD,Non,1.5
1541,179,97,2023-02-18,Cours,Non,1.5
1543,179,77,2022-08-07,Cours,Non,1.5
1544,179,85,2023-12-21,TP,Oui,1.5
1545,179,90,2025-07-16,TP,Non,1.5
1546,179,92,2022-09-23,Cours,Non,1.5
1549,179,96,2022-06-19,TD,Oui,1.5
1550,180,3,2025-12-25,Cours,Oui,1.5
1554,180,15,2025-11-23,TD,Non,1.5
1556,180,4,2022-09-21,Cours,Non,1.5
1557,180,12,2025-07-09,TD,Oui,1.5
1559,181,202,2022-07-23,TD,Oui,1.5
1561,441,146,2023-12-21,Cours,Non,1.5
1622,441,132,2024-05-19,Cours,Oui,1.5
1564,441,131,2024-05-30,Cours,Oui,1.5
1567,441,129,2025-02-08,TD,Oui,-1.5
224,441,148,2023-02-05,TD,Non,1.5
1571,441,138,2023-03-25,Cours,Non,1.5
1573,183,23,2025-05-07,Cours,Oui,1.5
1575,183,12,2022-02-21,Cours,Oui,1.5
1228,183,23,2023-09-25,Cours,Non,1.5
1580,183,20,2025-12-18,TP,Non,1.5
1588,184,6,2025-05-03,TP,Non,-1.5
1591,184,12,2025-11-09,TD,Non,1.5
1592,184,22,2024-10-25,TD,Oui,1.5
1595,184,12,2022-09-13,TP,Non,1.5
1596,184,18,2024-09-27,Cours,Non,1.5
1597,184,17,2024-06-23,Cours,Oui,1.5
7235,184,3,2025-12-15,TP,Oui,1.5
1602,184,1,2023-09-28,TD,Oui,1.5
5225,184,3,2023-12-04,TP,Non,1.5
1605,92,27,2023-07-04,TD,Non,1.5
1607,92,37,2023-08-23,TD,Non,1.5
4854,92,33,2024-08-06,TP,Oui,1.5
1610,93,64,2024-02-16,Cours,Non,1.5
1616,93,65,2023-03-02,TD,Non,1.5
3179,93,53,2022-01-08,TP,Oui,1.5
1623,93,59,2025-04-13,Cours,Oui,1.5
6068,188,151,2022-01-16,TP,Non,1.5
1625,188,155,2022-07-19,TD,Non,1.5
1626,188,155,2024-02-05,TD,Non,1.5
1627,188,161,2024-02-20,TD,Non,1.5
1629,94,134,2024-11-10,TD,Oui,1.5
1631,94,147,2024-05-28,TD,Oui,1.5
1632,94,140,2023-12-24,TP,Non,-1.5
1633,95,120,2025-02-22,TD,Non,1.5
502,95,114,2023-11-15,TP,Non,-1.5
1639,95,106,2024-08-29,Cours,Oui,1.5
1643,95,116,2024-04-02,TP,Non,1.5
1644,95,122,2024-06-08,TP,Non,1.5
1937,95,103,2024-09-04,Cours,Non,1.5
6265,95,102,2025-05-12,TD,Oui,1.5
1649,96,13,2024-03-27,TD,Oui,1.5
1654,96,18,2025-05-06,TD,Non,1.5
8470,96,22,2024-12-09,TD,Oui,1.5
1657,96,14,2023-09-25,Cours,Oui,1.5
1659,96,18,2022-08-14,TP,Oui,1.5
1661,96,20,2024-06-07,TP,Non,1.5
1895,192,40,2025-12-14,Cours,Non,1.5
1666,192,44,2022-01-27,TP,Oui,1.5
1667,192,34,2025-10-20,TD,Oui,1.5
1670,192,31,2022-03-12,Cours,Non,1.5
8803,192,45,2023-05-27,TD,Oui,1.5
8558,192,38,2024-10-21,TP,Oui,-1.5
1674,192,29,2025-07-25,TP,Oui,1.5
1677,192,42,2025-08-20,TD,Oui,-1.5
1678,192,45,2023-02-07,TD,Non,1.5
1681,192,31,2022-05-04,TP,Oui,1.5
5275,192,36,2024-09-19,TP,Oui,1.5
1684,194,58,2022-06-30,Cours,Non,1.5
1686,194,63,2022-10-10,TD,Non,1.5
1687,194,67,2023-07-02,TP,Non,1.5
1688,194,63,2022-09-10,Cours,Non,-1.5
1689,195,172,2025-05-28,Cours,Non,1.5
1692,195,165,2022-02-21,Cours,Oui,1.5
1906,195,170,2025-09-23,Cours,Oui,-1.5
1694,195,164,2023-07-26,TD,Oui,1.5
1696,195,172,2022-08-27,Cours,Non,1.5
1698,98,32,2022-03-15,TD,Oui,-1.5
899,98,30,2024-02-07,TP,Non,1.5
1711,99,157,2023-03-19,Cours,Oui,1.5
4152,99,152,2024-04-06,TD,Non,1.5
7790,99,159,2023-07-20,TD,Oui,1.5
1717,99,155,2024-01-12,TP,Oui,1.5
1720,264,103,2022-05-30,TP,Oui,1.5
1722,264,114,2022-09-09,TP,Non,1.5
3536,264,120,2023-10-09,Cours,Oui,1.5
1727,264,118,2022-06-14,TP,Non,1.5
1728,264,109,2023-11-12,TP,Oui,-1.5
1729,264,122,2024-03-19,Cours,Non,1.5
1731,264,106,2022-10-30,TD,Non,1.5
1732,264,110,2022-07-14,TD,Non,1.5
1735,264,104,2022-09-04,TP,Oui,1.5
1737,199,163,2025-04-20,Cours,Non,1.5
1740,101,34,2024-08-25,TP,Non,1.5
688,101,29,2023-01-06,TD,Non,1.5
1743,101,41,2022-05-14,TP,Oui,1.5
1747,201,30,2023-01-11,Cours,Non,-1.5
1749,201,41,2024-08-06,TD,Non,1.5
1751,201,44,2025-03-29,TP,Non,1.5
8402,201,31,2023-03-30,TP,Non,1.5
1755,201,44,2022-07-29,Cours,Non,1.5
3374,201,27,2025-01-15,TP,Oui,1.5
1757,201,30,2023-09-16,Cours,Oui,1.5
1760,103,2,2023-11-23,TP,Non,1.5
1761,104,195,2023-04-26,TP,Non,-1.5
1763,104,197,2022-01-12,TP,Non,1.5
1769,104,187,2025-05-14,TD,Non,1.5
1772,104,194,2025-04-23,TD,Oui,1.5
1774,104,190,2025-03-03,Cours,Non,1.5
2781,104,192,2024-10-21,TP,Oui,1.5
6360,200,200,2024-01-24,TP,Non,1.5
1779,200,201,2024-04-18,TD,Non,1.5
1780,200,207,2024-06-26,TD,Non,1.5
1781,200,205,2023-01-26,Cours,Non,1.5
1785,205,151,2022-08-16,Cours,Oui,1.5
1786,205,155,2023-03-12,TD,Non,1.5
1788,105,145,2022-11-07,TD,Non,1.5
1794,207,114,2023-12-12,TP,Oui,1.5
1795,207,117,2023-08-27,TD,Oui,1.5
1799,207,107,2023-08-22,TP,Non,-1.5
1801,207,120,2024-03-21,Cours,Non,1.5
1804,207,113,2024-10-16,TP,Oui,-1.5
1805,107,121,2024-03-23,TD,Oui,1.5
1806,107,117,2025-09-27,TP,Oui,1.5
4918,107,122,2022-07-08,Cours,Non,1.5
1808,355,164,2022-02-19,TP,Non,-1.5
1812,355,171,2024-12-12,TD,Oui,1.5
1815,355,169,2022-03-11,Cours,Non,1.5
1816,108,35,2025-07-17,TP,Oui,1.5
5720,108,43,2023-02-09,TD,Oui,1.5
1818,108,45,2022-01-03,Cours,Oui,1.5
6596,108,28,2024-01-07,TP,Non,1.5
5289,108,31,2025-10-05,TD,Oui,1.5
1821,211,79,2023-04-16,Cours,Oui,-1.5
1647,109,130,2024-08-26,TP,Oui,1.5
1826,109,146,2024-12-22,Cours,Oui,1.5
1827,109,132,2023-03-15,TD,Oui,1.5
1828,109,132,2025-04-28,Cours,Non,1.5
1829,109,127,2025-12-18,TP,Oui,1.5
6866,109,147,2024-09-25,Cours,Oui,1.5
1831,109,129,2023-12-27,TP,Non,1.5
1832,109,136,2025-06-11,Cours,Non,-1.5
1835,213,187,2024-11-29,Cours,Non,1.5
1613,213,187,2024-03-09,TD,Oui,1.5
1839,213,192,2023-11-17,Cours,Oui,1.5
1840,213,192,2024-02-02,Cours,Oui,1.5
1841,213,194,2024-07-14,Cours,Oui,1.5
1842,213,193,2025-06-06,TP,Non,1.5
3292,213,187,2023-06-07,TD,Non,1.5
1851,110,66,2022-04-29,Cours,Non,1.5
1852,110,66,2022-03-24,Cours,Non,1.5
1857,215,90,2023-11-13,Cours,Non,1.5
1860,215,79,2022-12-17,Cours,Oui,1.5
3756,217,122,2025-12-06,TD,Oui,1.5
1866,217,105,2023-12-04,Cours,Oui,1.5
1868,217,123,2023-05-18,TP,Oui,1.5
1869,217,122,2023-06-03,Cours,Oui,1.5
1871,217,123,2023-07-29,TD,Oui,1.5
1874,217,103,2024-05-09,Cours,Oui,1.5
1875,217,123,2023-11-10,TD,Non,1.5
1876,217,113,2022-06-24,TP,Non,-1.5
1877,113,88,2022-09-22,Cours,Non,-1.5
1879,113,81,2025-05-27,TP,Oui,1.5
1880,113,90,2024-01-15,TD,Non,1.5
1886,464,178,2023-12-20,TP,Oui,1.5
1890,464,178,2022-04-07,TD,Oui,-1.5
1891,220,206,2023-07-10,Cours,Non,1.5
7613,220,203,2023-09-08,TD,Oui,1.5
1246,220,205,2022-06-23,Cours,Non,1.5
1895,220,200,2023-02-02,TP,Oui,1.5
1896,220,199,2022-07-29,TD,Non,1.5
1898,220,200,2025-07-14,TD,Non,1.5
1899,220,204,2022-09-02,Cours,Oui,1.5
1905,221,101,2024-08-02,Cours,Oui,1.5
1914,116,160,2023-11-05,TP,Non,1.5
1916,116,155,2023-12-20,TD,Oui,1.5
1917,116,156,2023-10-03,TP,Oui,1.5
1919,117,76,2022-04-10,TD,Non,1.5
521,117,89,2022-06-21,TD,Non,1.5
4705,117,84,2025-02-11,TD,Oui,1.5
1924,117,98,2023-05-22,TP,Oui,1.5
1926,117,98,2022-01-21,Cours,Non,1.5
4605,117,78,2025-11-08,TD,Non,1.5
5612,118,33,2022-11-24,Cours,Non,1.5
1931,118,40,2024-09-07,Cours,Non,1.5
1932,118,26,2023-07-15,Cours,Non,1.5
573,118,31,2022-11-27,TP,Non,1.5
6306,118,27,2024-08-18,TP,Non,1.5
1938,118,48,2025-11-18,TP,Non,1.5
7835,118,42,2023-12-17,TD,Oui,1.5
2163,118,40,2023-10-13,TD,Non,1.5
5380,118,39,2025-05-30,TD,Oui,1.5
1945,226,130,2023-08-22,Cours,Non,1.5
1946,226,146,2025-11-07,Cours,Non,1.5
1947,226,131,2025-10-25,TD,Oui,1.5
8803,226,144,2022-02-17,Cours,Oui,1.5
1959,228,185,2023-01-18,TP,Oui,-1.5
572,120,73,2022-12-24,Cours,Non,-1.5
2179,230,44,2024-08-03,TP,Non,1.5
7859,230,36,2022-02-16,TD,Non,1.5
1966,231,108,2024-01-22,TP,Oui,1.5
1970,231,108,2025-06-21,TD,Oui,1.5
7843,231,106,2022-09-16,TD,Non,1.5
1973,231,110,2022-10-23,Cours,Non,1.5
1975,231,112,2023-10-18,Cours,Oui,1.5
1976,231,121,2025-10-28,TD,Oui,1.5
1979,231,104,2022-06-02,TP,Oui,1.5
1980,231,117,2024-01-20,Cours,Oui,-1.5
1981,231,119,2023-08-10,TD,Non,1.5
1984,232,206,2022-02-17,TP,Oui,1.5
4557,232,201,2024-01-29,TD,Non,1.5
1988,232,205,2022-08-25,TD,Non,-1.5
1990,232,207,2023-04-22,Cours,Non,1.5
8928,233,179,2023-06-02,TP,Oui,1.5
1995,233,175,2024-07-09,TP,Non,1.5
1996,233,179,2024-02-10,TD,Non,1.5
1997,233,184,2024-06-12,Cours,Non,1.5
1998,233,182,2025-07-16,TD,Oui,1.5
6013,233,180,2022-12-09,Cours,Non,1.5
2003,233,177,2022-10-13,Cours,Non,1.5
8305,122,204,2024-10-07,TP,Oui,1.5
6690,122,201,2024-03-02,TD,Oui,-1.5
2010,122,202,2024-11-26,TD,Non,1.5
2011,122,202,2025-05-16,TP,Oui,1.5
2012,122,205,2024-08-09,TP,Oui,1.5
2013,122,203,2025-01-10,Cours,Non,-1.5
2016,122,201,2022-12-15,Cours,Non,1.5
5166,122,205,2023-03-15,Cours,Non,1.5
5960,122,207,2022-03-28,TP,Non,1.5
2021,235,40,2023-04-17,Cours,Oui,1.5
2024,123,178,2024-06-09,TP,Oui,1.5
2026,123,185,2025-10-17,TP,Oui,1.5
2027,123,185,2022-10-16,Cours,Non,1.5
2034,255,142,2025-02-09,Cours,Non,-1.5
2035,255,142,2025-12-23,TD,Non,1.5
2040,238,23,2022-12-13,TD,Oui,-1.5
2041,238,11,2022-03-18,TD,Non,1.5
2042,238,6,2023-11-07,Cours,Non,1.5
7829,238,17,2023-07-15,TD,Non,1.5
5935,238,16,2025-10-31,Cours,Non,1.5
4094,238,11,2024-05-09,Cours,Oui,1.5
2048,238,1,2022-02-20,Cours,Non,1.5
1674,238,10,2023-12-27,Cours,Oui,1.5
2050,238,22,2025-07-02,TP,Oui,1.5
2052,124,204,2024-11-07,TP,Oui,1.5
2053,124,208,2022-10-15,TP,Oui,1.5
2054,124,208,2022-12-13,Cours,Non,1.5
2797,124,200,2024-06-19,Cours,Non,1.5
2056,124,203,2022-11-10,Cours,Oui,1.5
2059,125,208,2022-05-16,TD,Oui,1.5
2061,125,199,2022-02-06,TD,Non,-1.5
5486,125,209,2024-03-28,Cours,Oui,1.5
2063,125,201,2023-01-22,TP,Non,1.5
2064,125,209,2022-03-08,TP,Oui,1.5
8552,125,204,2025-04-09,TD,Non,1.5
2069,125,207,2024-06-27,TP,Non,-1.5
1262,125,202,2023-06-26,Cours,Oui,1.5
2072,125,199,2023-05-25,Cours,Non,-1.5
2073,241,41,2022-01-22,TP,Non,1.5
2075,242,160,2024-01-23,TD,Non,1.5
2077,242,153,2022-07-13,TD,Non,1.5
2079,242,158,2023-05-14,TP,Oui,1.5
2085,242,155,2023-05-28,TP,Non,1.5
2086,243,34,2025-09-20,TD,Oui,1.5
2087,243,46,2025-07-05,TP,Oui,1.5
2088,243,40,2025-07-08,TD,Non,1.5
2090,243,43,2025-04-25,TD,Oui,1.5
7504,243,37,2024-05-21,TD,Oui,1.5
1378,243,35,2023-05-30,TD,Oui,1.5
2098,127,110,2022-10-31,TD,Non,1.5
2099,127,122,2024-07-24,TD,Oui,-1.5
2100,127,115,2024-08-11,Cours,Non,1.5
2103,127,109,2025-07-16,TD,Non,1.5
2104,127,102,2022-10-20,TD,Oui,1.5
3784,127,119,2023-02-27,Cours,Non,1.5
2108,127,118,2023-08-03,TD,Non,1.5
2109,127,118,2023-05-12,TD,Oui,1.5
3867,127,117,2025-02-10,TD,Non,1.5
6366,127,115,2023-07-19,TD,Non,1.5
5287,245,176,2025-08-06,Cours,Oui,1.5
2114,245,184,2022-04-10,TP,Non,1.5
8851,245,183,2023-03-29,TD,Oui,1.5
2118,245,180,2025-01-29,TP,Oui,-1.5
2120,245,179,2025-02-25,Cours,Non,1.5
8827,245,185,2023-12-10,TD,Non,1.5
2122,245,182,2024-04-14,TP,Non,1.5
2123,245,185,2022-02-23,TP,Oui,1.5
2124,245,183,2022-01-31,Cours,Oui,1.5
2127,245,175,2025-06-13,Cours,Oui,1.5
8598,245,180,2022-05-23,TD,Non,1.5
2550,245,185,2025-12-23,Cours,Oui,1.5
2131,247,177,2023-06-04,Cours,Oui,1.5
2133,247,179,2022-08-15,Cours,Non,1.5
2135,247,177,2024-11-17,Cours,Oui,1.5
2137,247,175,2023-05-22,Cours,Non,1.5
2140,248,119,2025-04-11,Cours,Oui,1.5
5840,248,119,2024-09-12,TD,Non,1.5
2146,250,133,2023-03-15,Cours,Non,1.5
772,250,135,2022-06-26,TP,Non,1.5
2149,250,132,2022-03-15,Cours,Oui,1.5
2150,250,127,2024-12-11,Cours,Oui,1.5
2153,250,126,2023-03-21,TP,Non,1.5
1178,250,128,2024-05-30,Cours,Oui,1.5
2155,250,133,2023-11-24,TP,Oui,1.5
3797,250,139,2024-03-15,Cours,Oui,1.5
2159,251,55,2025-12-23,Cours,Non,1.5
6723,251,56,2025-10-27,TD,Oui,1.5
371,251,59,2022-06-03,TP,Non,1.5
2166,252,205,2022-10-23,Cours,Non,1.5
2168,252,201,2022-06-14,TD,Oui,1.5
2170,252,207,2025-09-16,TD,Oui,-1.5
3497,252,206,2024-06-22,Cours,Oui,1.5
7319,252,204,2025-10-26,TP,Oui,1.5
6718,131,153,2024-03-04,TP,Non,1.5
2286,131,153,2025-08-17,Cours,Oui,1.5
2184,131,157,2022-04-24,TD,Non,1.5
2188,132,134,2023-03-19,TP,Oui,1.5
2190,132,139,2023-03-28,TP,Non,1.5
768,132,134,2024-02-03,TD,Oui,1.5
5843,364,12,2025-03-12,TP,Non,1.5
2196,364,20,2025-02-03,TD,Oui,1.5
1384,364,3,2024-10-20,TD,Non,-1.5
4321,364,21,2025-12-24,TD,Non,1.5
1527,364,5,2022-11-29,TP,Oui,1.5
6912,364,23,2024-07-01,Cours,Non,1.5
2201,364,14,2024-10-14,TD,Oui,1.5
174,364,18,2025-01-12,Cours,Non,1.5
2203,364,1,2023-11-28,TP,Oui,1.5
2204,364,18,2025-05-16,Cours,Non,1.5
2207,364,16,2024-01-30,TP,Oui,1.5
1719,133,176,2023-09-12,TD,Oui,1.5
8663,133,184,2022-06-20,TP,Non,1.5
2216,134,204,2023-08-07,TD,Oui,1.5
8647,134,205,2023-06-28,TP,Oui,1.5
6142,134,207,2025-05-29,TD,Non,1.5
2221,134,208,2025-06-16,TD,Oui,1.5
2222,134,206,2022-02-22,TD,Non,1.5
2225,258,204,2025-03-01,TP,Oui,1.5
2227,258,208,2024-05-09,Cours,Oui,1.5
2228,258,209,2025-11-27,TP,Non,1.5
2986,258,201,2022-05-31,TP,Non,1.5
8779,259,143,2024-08-19,TP,Oui,1.5
2234,259,146,2025-05-17,TP,Oui,1.5
955,259,146,2025-03-26,Cours,Oui,-1.5
2236,259,137,2022-04-28,TP,Oui,1.5
2240,259,127,2024-08-14,TD,Non,1.5
2241,259,135,2023-06-02,Cours,Oui,1.5
2243,136,84,2025-09-18,TP,Non,1.5
2244,137,141,2025-01-01,Cours,Non,1.5
2245,137,140,2024-12-24,TD,Non,1.5
622,137,129,2024-11-20,Cours,Oui,1.5
5291,137,136,2024-05-30,TD,Oui,1.5
2258,138,43,2023-03-23,TP,Oui,1.5
2259,138,28,2023-02-18,Cours,Non,1.5
2260,138,44,2022-03-26,TD,Non,-1.5
2262,138,28,2025-02-19,Cours,Oui,1.5
